language,term,translation,parent,status,link_status,tags,pronunciation
Spanish,invisible,invisible,,1,,,
Spanish,ritual,ritual,,1,,,
Spanish,prohibido,"forbidden, 
prohibited","prohibido, prohibir",1,Y,,
Spanish,samper,sampler,,1,,,
Spanish,deudas,"debts, 
relatives","deuda, deudo",1,Y,,
Spanish,austria,Austria,,1,,,
Spanish,seda,"silk, 
Present él/ella/usted conjugation of sedar, 
Affirmative imperative tú conjugation of sedar","seda, sedar, sedar",1,Y,,
Spanish,declara,"Present él/ella/usted conjugation of declarar, 
Affirmative imperative tú conjugation of declarar, 
Affirmative imperative vos conjugation of declarar","declarar, declarar, declarar",1,Y,,
Spanish,bloqueo,"blockade,block, 
Present yo conjugation of bloquear, 
Preterite él/ella/usted conjugation of bloquear","bloqueo, bloquear, bloquear",1,Y,,
Spanish,préstamos,"loans, 
Present nosotros conjugation of prestar, 
Preterite nosotros conjugation of prestar","préstamo, prestar, prestar",1,Y,,
Spanish,localidades,towns,localidad,1,Y,,
Spanish,esencialmente,essentially,,1,,,
Spanish,sostener,to hold,,1,,,
Spanish,publicar,to publish,,1,,,
Spanish,grueso,"thickness, thick",,1,,,
Spanish,registró,"Preterite él/ella/usted conjugation of registrar, 
record, 
Present yo conjugation of registrar","registrar, registro, registrar",1,Y,,
Spanish,ligera,light,ligero,1,Y,,
Spanish,teléfonos,telephones,teléfono,1,Y,,
Spanish,miranda,lookout,,1,,,
Spanish,vacía,"empty, 
Present él/ella/usted conjugation of vaciar, 
Affirmative imperative tú conjugation of vaciar","vacía, vaciar, vaciar",1,Y,,
Spanish,mortal,"mortal, fatal",,1,,,
Spanish,secreta,secret,,1,,,
Spanish,estructural,structural,,1,,,
Spanish,leonardo,leopard,,1,,,
Spanish,preocupaciones,concerns,preocupación,1,Y,,
Spanish,amarilla,"yellow card, 
yellow","amarilla, amarillo",1,Y,,
Spanish,rivales,"rivals, 
rivals, 
rival",,1,,,
Spanish,gigante,giant,,1,,,
Spanish,litro,liter,,1,,,
Spanish,promesas,promises,promesa,1,Y,,
Spanish,centroamérica,Central America,,1,,,
Spanish,zapatero,cobbler,,1,,,
Spanish,jazz,jazz,,1,,,
Spanish,advertir,to warn,,1,,,
Spanish,indicado,"appropriate, 
indicated","indicado, indicar",1,Y,,
Spanish,jacques,checks,jaque,1,Y,,
Spanish,transmitir,to transmit,,1,,,
Spanish,impresiones,"Subjunctive tú conjugation of impresionar, 
Subjunctive vos conjugation of impresionar, 
impressions","impresionar, impresionar, impresión",1,Y,,
Spanish,preparados,"Affirmative imperative vosotros conjugation of preparar, 
preparations, 
prepared",preparar,1,Y,,
Spanish,fumar,to smoke,,1,,,
Spanish,destinada,destined to,destinado,1,Y,,
Spanish,percibir,to perceive,,1,,,
Spanish,observado,watched,observar,1,Y,,
Spanish,disminuye,"Present él/ella/usted conjugation of disminuir, 
Affirmative imperative tú conjugation of disminuir","disminuir, disminuir",1,Y,,
Spanish,catalina,"poop, 
Catherine","catalina, Catalina",1,Y,,
Spanish,restauración,restoration,,1,,,
Spanish,compras,"shopping, 
Present tú conjugation of comprar, 
purchases","compras, comprar, compra",1,Y,,
Spanish,peculiar,"peculiar, particular",,1,,,
Spanish,pro,"pro, 
","pro, pro-",1,Y,,
Spanish,rodeado,"surrounded, 
surrounded","rodeado, rodear",1,Y,,
Spanish,recomendaciones,recommendations,recomendación,1,Y,,
Spanish,escultura,sculpture,,1,,,
Spanish,exista,"Subjunctive yo conjugation of existir, 
Subjunctive él/ella/usted conjugation of existir, 
Affirmative imperative usted conjugation of existir","existir, existir, existir",1,Y,,
Spanish,organizada,organized,organizado,1,Y,,
Spanish,juzgar,to judge,,1,,,
Spanish,traer,to bring,,1,,,
Spanish,estudiado,"studied, 
studied","estudiado, estudiar",1,Y,,
Spanish,inspiración,inspiration,,1,,,
Spanish,opuesto,opposite,"opuesto, oponer",1,Y,,
Spanish,alrededores,outskirts,"alrededores, alrededor",1,Y,,
Spanish,privatización,privatization,,1,,,
Spanish,finca,"property, 
Present él/ella/usted conjugation of fincar, 
Affirmative imperative tú conjugation of fincar","finca, fincar, fincar",1,Y,,
Spanish,fijo,"fixed, 
Present yo conjugation of fijar, 
Preterite él/ella/usted conjugation of fijar","fijo, fijar, fijar",1,Y,,
Spanish,claros,"clearings, 
clear",,1,,,
Spanish,picado,"chopped, 
stung","picado, picar",1,Y,,
Spanish,polo,pole,,1,,,
Spanish,informaron,Preterite ellos/ellas/ustedes conjugation of informar,informar,1,Y,,
Spanish,impresionante,impressive,,1,,,
Spanish,cansado,"tired, 
tired","cansado, cansar",1,Y,,
Spanish,garzón,waiter,,1,,,
Spanish,bordo,"side, 
Present yo conjugation of bordar, 
burgundy","bordo, bordar, bordó",1,Y,,
Spanish,contento,"happy, 
Present yo conjugation of contentar, 
Preterite él/ella/usted conjugation of contentar","contento, contentar, contentar",1,Y,,
Spanish,fantasma,ghost,,1,,,
Spanish,sencillamente,simply,,1,,,
Spanish,armando,assembling,armar,1,Y,,
Spanish,tendremos,Future nosotros conjugation of tener,tener,1,Y,,
Spanish,creada,to create,,1,,,
Spanish,adicional,additional,,1,,,
Spanish,alteración,"alteration, agitation",,1,,,
Spanish,augusto,"august, 
Augustus","augusto, Augusto",1,Y,,
Spanish,espectáculos,shows,espectáculo,1,Y,,
Spanish,competición,competition,,1,,,
Spanish,madurez,"maturity, ripeness",,1,,,
Spanish,mérito,merit,,1,,,
Spanish,inmenso,immense,,1,,,
Spanish,vasos,glasses,vaso,1,Y,,
Spanish,satélite,satellite,,1,,,
Spanish,vuestra,"your,yours, 
your","vuestra, vuestro",1,Y,,
Spanish,representaciones,"representations, 
representations","representaciones, representación",1,Y,,
Spanish,inauguración,inauguration,,1,,,
Spanish,tomaron,Preterite ellos/ellas/ustedes conjugation of tomar,tomar,1,Y,,
Spanish,archivos,archives,archivo,1,Y,,
Spanish,quita,"release, 
Present él/ella/usted conjugation of quitar, 
Affirmative imperative tú conjugation of quitar","quita, quitar, quitar",1,Y,,
Spanish,traído,"worn, 
brought","traído, traer",1,Y,,
Spanish,oídos,"Affirmative imperative vosotros conjugation of oír, 
heard, 
ears","oír, oír, oído",1,Y,,
Spanish,presentará,"Future él/ella/usted conjugation of presentar, 
Imperfect subjunctive yo conjugation of presentar, 
Imperfect subjunctive él/ella/usted conjugation of presentar","presentar, presentar, presentar",1,Y,,
Spanish,detectar,to detect,,1,,,
Spanish,desarrollados,"Affirmative imperative vosotros conjugation of desarrollar, 
developed","desarrollar, desarrollado",1,Y,,
Spanish,ofertas,"Present tú conjugation of ofertar, 
offers, 
Present vos conjugation of ofertar","ofertar, oferta, ofertar",1,Y,,
Spanish,estrecho,"narrow, 
Present yo conjugation of estrechar, 
Preterite él/ella/usted conjugation of estrechar","estrecho, estrechar, estrechar",1,Y,,
Spanish,bravo,fierce,,1,,,
Spanish,instantes,moments,instante,1,Y,,
Spanish,enfrentarse,to face,,1,,,
Spanish,lucas,"crazy, 
Luke","lucas, luca, Lucas",1,Y,,
Spanish,iniciales,"Subjunctive tú conjugation of inicialar, 
Subjunctive vos conjugation of inicialar, 
initials","inicialar, inicialar",1,Y,,
Spanish,profundas,deep,profundo,1,Y,,
Spanish,ternura,tenderness,,1,,,
Spanish,eficiencia,efficiency,,1,,,
Spanish,republicano,republican,,1,,,
Spanish,propiamente,"exactly, strictly",,1,,,
Spanish,clarín,bugle,,1,,,
Spanish,implantación,"establishment, implantation",,1,,,
Spanish,álvarez,Alvarez,,1,,,
Spanish,gordo,"fat, thick",,1,,,
Spanish,fieles,"faithful, 
believers, 
believers",fieles,1,Y,,
Spanish,estudiado,"studied, 
studied","estudiado, estudiar",1,Y,,
Spanish,bravo,fierce,,1,,,
Spanish,alteración,"alteration, agitation",,1,,,
Spanish,sencillamente,simply,,1,,,
Spanish,eficiencia,efficiency,,1,,,
Spanish,compras,"shopping, 
Present tú conjugation of comprar, 
purchases","compras, comprar, compra",1,Y,,
Spanish,madurez,"maturity, ripeness",,1,,,
Spanish,iniciales,"Subjunctive tú conjugation of inicialar, 
Subjunctive vos conjugation of inicialar, 
initials","inicialar, inicialar",1,Y,,
Spanish,quita,"release, 
Present él/ella/usted conjugation of quitar, 
Affirmative imperative tú conjugation of quitar","quita, quitar, quitar",1,Y,,
Spanish,polo,pole,,1,,,
Spanish,traído,"worn, 
brought","traído, traer",1,Y,,
Spanish,ambientales,environmental,ambiental,1,Y,,
Spanish,privatización,privatization,,1,,,
Spanish,fijo,"fixed, 
Present yo conjugation of fijar, 
Preterite él/ella/usted conjugation of fijar","fijo, fijar, fijar",1,Y,,
Spanish,licencia,"license,leave, 
Present él/ella/usted conjugation of licenciar, 
Affirmative imperative tú conjugation of licenciar","licencia, licenciar, licenciar",1,Y,,
Spanish,gustan,Present ellos/ellas/ustedes conjugation of gustar,gustar,1,Y,,
Spanish,resuelto,"resolute,determined, 
solved","resuelto, resolver",1,Y,,
Spanish,picado,"chopped, 
stung","picado, picar",1,Y,,
Spanish,garzón,waiter,,1,,,
Spanish,claros,"clearings, 
clear",,1,,,
Spanish,alrededores,outskirts,"alrededores, alrededor",1,Y,,
Spanish,opuesto,opposite,"opuesto, oponer",1,Y,,
Spanish,exista,"Subjunctive yo conjugation of existir, 
Subjunctive él/ella/usted conjugation of existir, 
Affirmative imperative usted conjugation of existir","existir, existir, existir",1,Y,,
Spanish,inauguración,inauguration,,1,,,
Spanish,africa,Africa,,1,,,
Spanish,archivos,archives,archivo,1,Y,,
Spanish,armando,assembling,armar,1,Y,,
Spanish,ofertas,"Present tú conjugation of ofertar, 
offers, 
Present vos conjugation of ofertar","ofertar, oferta, ofertar",1,Y,,
Spanish,peculiar,"peculiar, particular",,1,,,
Spanish,negar,to deny,,1,,,
Spanish,inspiración,inspiration,,1,,,
Spanish,restauración,restoration,,1,,,
Spanish,clarín,bugle,,1,,,
Spanish,pro,"pro, 
","pro, pro-",1,Y,,
